user,item,rating
354,6842,7
354,12251,7
354,15138,7
355,2313,10
355,594,10
355,1538,10
355,1017,10
355,789,10
355,1117,10
355,1116,10
355,1115,5
355,2533,10
355,6832,10
355,744,10
355,2214,9
355,4916,5
355,1320,9
355,349,9
355,4898,10
355,6605,10
355,704,10
355,436,10
355,259,10
355,3163,10
355,1417,8
356,2085,8
356,876,6
356,12671,7
356,5390,9
356,4498,9
356,8256,8
356,11759,8
356,15501,10
356,10303,8
356,2351,7
356,6469,8
356,4487,8
356,6046,10
356,15494,7
356,294,9
356,1124,7
356,68,4
356,14908,8
356,11886,7
356,1021,8
356,15498,3
356,8,3
358,4077,5
358,9598,10
358,738,7
358,5527,10
358,10742,10
358,10104,6
358,219,8
358,44,6
358,484,4
358,11090,9
358,2575,7
358,14,10
358,11422,6
358,247,7
358,7372,9
358,5665,7
358,3761,7
358,12769,9
358,596,4
358,1018,5
358,4430,6
358,916,8
358,563,8
358,5860,8
358,676,8
358,13517,5
364,748,10
364,2094,8
364,4885,7
364,8541,9
364,973,6
364,5221,5
364,13811,8
364,1288,10
364,6255,8
364,1213,7
364,44,6
364,7703,5
364,7654,8
364,1127,10
364,8482,8
364,6490,9
364,5270,7
364,3174,7
364,1519,10
364,1587,8
364,1481,8
364,821,8
364,2866,9
364,9884,6
364,3981,8
364,5522,9
364,13618,10
364,6606,10
364,863,5
364,2568,7
364,1453,6
364,9723,8
364,6617,9
364,12792,9
364,248,10
364,1037,9
364,2760,10
364,6240,4
364,11539,7
364,690,7
364,13883,8
364,4595,10
364,1228,10
364,9321,9
364,7978,8
364,15579,9
364,4156,7
364,5394,7
364,5393,9
364,15578,9
364,5863,8
364,8120,8
364,7848,7
364,10323,8
364,1635,9
364,5666,5
364,6894,9
364,5903,9
364,2054,9
364,9463,9
364,9046,9
364,9464,9
364,9465,9
366,9485,10
366,624,9
366,2192,8
366,10349,10
366,10807,9
366,11838,10
366,12044,10
366,11837,10
366,790,10
366,4686,9
366,2434,10
366,144,9
366,14476,8
366,5385,10
366,980,9
366,820,10
366,2496,7
366,9772,10
366,11421,8
366,3704,7
366,6585,4
366,2438,10
366,3470,9
366,9339,8
366,202,9
366,7186,4
366,13672,8
366,2520,10
366,952,8
366,892,10
366,643,8
366,8692,10
366,3326,10
366,1023,7
366,848,8
366,6133,6
366,2306,7
366,2303,5
366,3174,7
366,2156,4
366,11338,9
366,82,10
366,8010,9
366,7050,8
366,2346,7
366,5271,10
366,816,8
366,8152,7
366,5216,9
366,5623,8
366,407,6
366,1630,7
366,7041,8
366,298,9
366,543,7
366,9058,9
366,255,10
366,4055,10
366,599,10
366,3693,10
366,3453,8
366,3692,10
366,6324,9
366,14,10
366,3564,10
366,1443,10
366,8708,9
366,1535,8
366,797,8
366,5882,10
366,132,8
366,4297,10
366,561,9
366,3460,8
366,708,7
366,1268,4
366,168,8
366,64,7
366,10962,8
366,556,9
366,5115,9
366,48,10
366,5586,7
366,10650,9
366,5502,10
366,11148,9
366,1018,9
366,2537,9
366,6276,10
366,5393,9
366,4069,8
366,1867,7
366,15434,5
366,2233,7
366,5443,7
366,1928,10
366,1927,10
366,6271,10
366,6270,10
366,13483,7
366,148,4
366,7113,10
366,7134,10
366,1775,10
366,9486,10
366,7400,10
366,337,3
366,7439,10
366,5680,10
366,4607,9
366,8420,7
366,470,8
366,4110,9
367,9421,8
367,180,9
367,14018,6
367,14137,10
367,3625,8
367,13409,7
367,3214,7
367,6636,8
367,754,8
367,1489,8
367,8460,5
367,5669,7
367,1640,7
367,13498,8
367,375,7
367,997,7
367,3143,8
367,10176,6
367,2741,7
367,4595,10
367,640,5
367,6663,7
369,9071,10
369,9037,10
369,326,10
369,10232,10
369,6740,10
369,1015,9
369,10102,8
369,4908,10
369,9080,10
369,4170,9
369,7317,10
369,11391,10
369,342,7
369,14509,9
369,7758,8
369,3643,9
369,2184,7
369,10982,7
369,7671,8
369,4999,7
369,1169,9
369,10751,7
369,488,6
369,632,9
369,12797,9
369,330,10
369,9003,7
369,4590,10
369,6251,7
369,13824,9
369,15722,10
369,1151,10
369,6177,7
369,9958,10
369,13245,10
369,13179,6
369,520,7
369,82,10
369,7682,9
369,6070,10
369,254,9
369,10966,8
369,12140,10
369,7330,7
369,10588,10
369,642,7
369,15682,10
369,2113,7
369,2568,8
369,11457,8
369,5956,8
369,15505,10
369,3213,6
369,1852,7
369,5602,7
369,4057,7
369,15718,10
369,561,10
369,3632,9
369,2943,9
369,15691,7
369,7563,10
369,15706,10
369,9073,10
369,12517,10
369,15721,10
369,68,10
369,4781,10
369,1861,7
369,12012,10
369,15707,8
369,7305,10
369,880,8
369,13053,10
369,4412,7
369,8719,8
369,9442,6
369,15696,10
369,9014,8
369,1551,8
369,4589,7
369,7775,9
369,6143,10
369,8597,10
369,13769,9
369,2672,10
369,6438,9
369,8,9
369,6461,10
369,696,10
369,2477,6
369,16806,10
372,1097,8
372,692,7
372,145,9
372,6787,5
372,228,6
372,8088,9
372,13403,9
372,159,9
372,11361,8
372,14130,6
372,2566,8
372,2955,8
372,2597,7
372,1272,5
372,54,8
372,8200,6
372,3116,6
372,1696,9
372,13520,8
372,894,7
372,4938,4
372,9386,7
372,13382,8
372,6278,7
372,13468,9
372,6161,7
372,11396,8
372,5931,8
372,6443,8
372,6444,8
372,11397,6
372,6440,8
372,1171,10
372,864,8
372,2132,9
372,5972,8
372,2124,9
372,9690,8
372,13518,5
372,3279,7
372,2127,9
376,10548,8
376,485,5
376,1559,7
376,7120,8
376,6861,7
376,9034,7
376,10771,8
376,7195,9
376,15829,5
376,14880,9
376,6547,8
376,4234,10
376,3322,9
376,15031,10
376,5560,9
376,8341,10
376,5323,8
376,4011,8
376,4010,8
376,15679,9
376,10602,6
376,5142,8
376,4362,8
376,10772,5
376,13016,9
376,14494,9
376,6296,6
377,8036,9
377,4265,10
377,13577,10
377,6235,10
377,13004,10
377,14563,10
377,15852,9
377,12979,10
377,12917,10
377,14083,10
377,14656,9
377,14076,10
377,14926,9
377,15557,10
377,15848,10
377,5540,9
377,15849,10
377,15568,10
377,5277,5
377,10157,9
377,6009,8
377,15779,9
377,1398,10
377,12262,9
377,14214,10
377,3878,10
377,15855,7
377,3601,9
377,2805,10
377,13964,10
377,14014,9
377,12900,10
377,11723,9
377,7582,5
383,14273,9
383,4174,5
383,8097,8
383,1034,7
383,8231,8
383,2833,7
383,4083,10
383,1647,9
383,2169,8
383,1203,8
383,39,9
383,11328,7
383,3274,6
383,7431,10
383,6632,9
383,15201,9
383,10467,8
383,9759,9
383,13950,8
383,10747,9
384,4047,8
384,7986,9
384,1200,5
384,2934,9
384,4280,10
384,7458,9
384,1115,10
384,2533,10
384,6614,10
384,7301,10
384,3643,10
384,15912,7
384,1142,5
384,6302,9
384,150,9
384,13102,10
384,14882,5
384,7125,9
384,3446,8
384,5203,5
384,809,9
384,2156,9
384,2282,10
384,11936,9
384,1481,8
384,776,10
384,2082,5
384,8470,9
384,14364,5
384,962,9
384,407,10
384,120,8
384,121,10
384,122,5
384,3225,7
384,10672,8
384,5763,5
384,1221,8
384,4244,5
384,478,9
384,2046,9
384,2592,9
384,2591,9
384,611,8
384,60,7
384,8547,9
384,388,10
384,7691,9
384,10776,10
384,11968,9
384,4215,9
384,6581,9
384,129,5
384,13371,9
384,11775,9
384,6383,5
384,7373,8
384,1340,5
384,11078,7
384,1651,5
384,1427,10
384,3196,5
384,5135,5
384,4209,9
384,1236,10
384,1063,9
384,6079,5
384,10159,10
384,10700,5
384,569,9
384,5879,5
384,3790,9
384,14829,5
384,9721,10
384,6482,8
384,15904,10
384,38,10
384,10795,10
384,236,8
385,10282,10
385,3849,6
385,5777,3
385,10689,10
385,1500,4
385,1481,10
385,407,9
385,122,8
385,4946,9
385,243,10
385,2610,8
385,1640,10
385,536,10
385,2658,7
385,3315,4
385,526,7
385,9281,8
385,5377,8
385,459,9
385,14348,7
385,13198,7
385,9889,7
385,1703,7
385,5294,8
385,570,10
385,138,6
385,15918,7
386,1329,9
386,1347,9
386,660,10
386,14684,10
386,1586,7
386,1136,8
386,757,10
386,3023,10
386,13991,4
386,3696,8
386,5118,9
386,15927,9
386,2429,9
386,3350,8
386,13469,7
386,11905,6
386,1787,4
386,5440,10
386,15926,9
386,15102,8
386,930,10
388,9746,9
388,5720,9
388,4071,10
388,12754,9
388,297,10
388,2235,9
388,533,10
388,2281,9
388,15952,7
388,1738,8
388,15949,9
388,8088,10
388,2173,7
388,2926,9
388,15228,9
388,320,9
388,938,10
388,536,7
388,967,9
388,177,6
388,3552,5
388,8174,7
388,1216,8
388,1268,7
388,8234,9
388,8484,9
388,15473,9
388,1696,9
388,5404,10
388,5403,10
388,5402,10
388,7056,10
388,6918,9
388,7706,10
388,10195,9
388,13860,10
388,9828,6
388,13382,9
388,13207,8
388,3145,10
388,4988,8
388,9385,8
388,13210,7
388,11394,9
388,3760,9
388,6901,8
388,10842,2
388,9121,7
388,9138,8
388,9124,5
388,5796,7
388,9693,8
388,9797,6
388,2226,7
388,197,9
388,13610,6
388,2650,10
388,9627,8
388,9628,7
388,3774,9
388,14775,8
388,9145,9
388,1992,3
388,2127,10
391,3579,7
391,6998,6
391,15789,1
391,8376,10
391,4407,10
391,4141,8
391,10168,8
391,10656,5
391,11668,8
391,2566,9
391,2377,9
391,948,7
391,7718,9
391,9596,8
391,14711,8
391,2602,10
391,7832,10
391,1440,9
391,15983,5
391,1955,10
391,15982,7
391,4709,8
391,9099,7
391,8758,8
391,10546,10
391,9122,6
391,55,7
391,7292,7
391,10203,8
391,1960,8
392,624,6
392,2332,10
392,228,9
392,4089,7
392,6748,7
392,3666,8
392,4162,8
392,1625,7
392,407,9
392,9633,5
392,504,10
392,8704,5
392,4018,7
392,8895,7
392,6990,10
392,2254,4
392,7476,9
392,1131,8
392,1962,7
392,850,7
392,696,8
394,14276,9
394,7002,8
394,13386,9
394,2382,7
394,15709,5
394,493,9
394,7323,8
394,1232,5
394,16024,5
394,4710,9
394,3453,10
394,424,10
394,2640,8
394,15,10
394,5368,10
394,1690,9
394,1835,9
394,13584,10
394,1900,10
394,652,9
394,5698,9
394,7329,10
394,9656,5
394,15710,5
394,1041,6
394,2843,9
394,12469,10
394,16021,8
394,64,10
394,15130,8
394,11364,10
394,3062,8
394,1273,9
394,4262,8
394,6016,10
394,12091,9
394,3516,9
394,139,10
394,56,10
394,1104,10
394,5666,9
394,14594,10
396,3758,2
396,8087,9
396,4298,10
396,145,7
396,281,8
396,440,5
396,819,6
396,2100,9
396,9282,10
396,2423,6
396,2555,2
396,5867,6
396,3387,7
396,2597,7
396,6214,8
396,1443,7
396,507,5
396,5120,3
396,60,6
396,2583,6
396,1535,10
396,299,6
396,2201,8
400,594,9
400,16089,5
400,17062,10
400,5961,7
400,10315,7
400,4015,5
400,14770,4
400,4843,6
400,1667,10
400,3052,5
400,10,4
400,9215,8
400,1625,6
400,4319,10
400,5236,7
400,5271,8
400,1302,9
400,1199,10
400,298,5
400,9460,5
400,5026,6
400,8197,10
400,2610,8
400,1911,7
400,5240,10
400,948,10
400,5032,10
400,25,8
400,256,6
400,1203,8
400,2573,8
400,9023,7
400,1681,10
400,7766,10
400,727,10
400,11316,5
400,2035,8
400,3503,10
400,6875,10
400,1581,10
400,8308,10
400,7550,10
400,314,9
400,212,10
400,1416,8
400,1419,7
400,9909,4
400,1339,7
400,5294,6
400,9576,5
400,1260,8
400,2843,10
400,3378,10
400,5654,10
400,1082,7
400,10094,8
400,12881,7
400,9246,8
400,12882,8
400,5816,9
400,6114,7
400,223,8
400,3164,7
400,13511,6
400,10138,10
400,2259,10
400,10484,8
400,891,5
400,15888,8
400,66,9
400,13050,6
400,4169,6
400,16078,5
400,11019,10
400,6288,8
400,56,5
400,5196,5
400,14735,9
400,1891,7
400,7130,10
400,903,9
400,15206,6
400,10316,7
400,2378,5
400,5779,9
400,143,10
400,764,10
400,4931,10
400,4852,9
401,387,8
401,4150,9
401,2903,9
401,74,7
401,369,10
401,389,8
401,1547,7
401,228,7
401,6748,8
401,4876,7
401,2282,8
401,2552,6
401,7181,7
401,777,9
401,1414,7
401,706,9
401,5802,5
401,5234,8
401,4776,7
401,595,9
401,1244,7
401,6419,5
401,14351,6
401,5439,8
401,904,7
401,6724,7
401,13642,9
403,1234,10
403,1665,9
403,4908,10
403,8796,10
403,14498,7
403,8949,10
403,1925,10
403,5469,10
403,1281,10
403,14032,10
403,290,1
403,3764,10
403,7051,10
403,3321,10
403,8482,10
403,9508,10
403,16125,8
403,12005,6
403,5124,10
403,4733,9
403,707,10
403,15350,9
403,8569,10
403,123,10
403,577,10
403,4452,5
403,11745,10
403,16110,10
403,16024,10
403,3987,7
403,14454,9
403,12365,10
403,4088,10
403,14491,10
403,10375,10
403,5191,10
403,11809,10
403,863,10
403,10066,10
403,3564,10
403,4928,10
403,8307,8
403,6148,10
403,1030,10
403,561,10
403,4708,10
403,1966,7
403,2760,10
403,12497,8
403,11022,10
403,6858,10
403,1427,10
403,12469,10
403,595,5
403,9073,10
403,14231,10
403,16124,9
403,6402,10
403,13170,10
403,9247,10
403,10546,10
403,12413,10
403,1564,8
403,3262,5
403,15958,10
403,522,10
403,15638,10
403,799,10
403,8298,10
403,4169,5
403,1923,10
403,12229,6
405,1843,7
405,3381,7
405,4442,8
405,6502,9
405,2382,8
405,3288,8
405,3684,8
405,996,7
405,888,8
405,1269,8
405,3266,7
405,643,9
405,9,7
405,6848,9
405,16139,8
405,6649,7
405,378,8
405,938,9
405,3372,8
405,1459,8
405,4498,8
405,3070,8
405,9274,8
405,4497,7
405,3754,7
405,5026,8
405,11578,6
405,464,6
405,2610,7
405,8077,8
405,1050,8
405,8656,8
405,4494,9
405,7800,7
405,4789,10
405,8871,7
405,8436,8
405,11264,7
405,16137,8
405,10791,8
405,1906,7
405,48,8
405,1463,9
405,449,9
405,1962,8
405,492,8
405,15432,7
411,4665,8
411,5890,6
411,4083,9
411,501,6
411,11032,6
411,6630,6
411,9981,6
411,3978,6
411,11419,6
411,243,9
411,536,8
411,7688,9
411,6549,9
411,3826,8
411,7770,9
411,10016,8
411,15673,8
411,12653,8
411,11971,7
411,2659,8
411,2915,9
411,2929,8
411,32,10
411,15901,9
415,790,10
415,1259,9
415,4382,5
415,17062,10
415,4441,7
415,6035,9
415,6031,9
415,3867,8
415,228,10
415,10678,5
415,2475,9
415,6938,9
415,175,8
415,6612,6
415,6766,7
415,7641,7
415,10725,2
415,14996,9
415,177,9
415,2158,7
415,997,5
415,2258,8
415,2217,5
415,1419,8
415,3368,7
415,4126,7
415,8367,7
415,2042,10
415,728,8
415,1987,8
415,9935,7
415,6939,10
415,56,9
415,11315,9
415,6516,4
415,753,6
416,6836,10
416,1733,9
416,369,9
416,5777,9
416,1807,8
416,13239,8
416,16194,8
416,1595,10
416,1130,9
416,552,8
416,3775,8
416,2262,10
416,631,10
416,9959,3
416,2267,9
416,14116,8
416,3195,10
416,5105,8
416,1868,7
416,5938,3
416,13374,8
416,2268,4
416,13541,10
416,2548,10
416,856,9
416,2755,9
416,5154,10
416,7134,9
416,9486,7
416,16219,10
416,7439,10
418,1526,9
418,3684,9
418,6031,7
418,9,10
418,10846,8
418,8524,8
418,6998,8
418,11358,7
418,21,4
418,16238,6
418,12800,8
418,8972,8
418,851,8
418,2610,7
418,11401,4
418,8106,10
418,4161,8
418,7268,9
418,8744,6
418,1072,9
418,9024,8
418,4621,8
418,15678,9
418,4248,8
418,4870,8
418,7436,9
418,16239,9
421,13303,8
421,12701,10
421,3648,10
421,5807,8
421,1233,7
421,4785,7
421,2280,7
421,2876,9
421,9311,7
421,1695,9
421,4343,9
421,4583,7
421,11692,4
421,5373,8
421,1086,8
421,1482,9
421,3637,5
421,8208,8
421,11855,10
421,3528,8
421,561,9
421,1835,9
421,2760,9
421,3751,7
421,7633,6
421,14594,10
421,7384,10
421,3977,10
421,1960,10
425,14506,9
425,9579,9
425,9449,7
425,89,9
425,2234,9
425,73,10
425,13728,8
425,2434,9
425,481,10
425,6252,10
425,3769,9
425,4579,7
425,3617,7
425,7726,7
425,2438,8
425,2758,8
425,2655,10
425,6255,10
425,13853,8
425,13439,10
425,2025,8
425,14750,9
425,4303,7
425,394,9
425,2076,9
425,5921,8
425,2194,10
425,1504,7
425,8002,8
425,1570,10
425,12813,10
425,3684,5
425,6174,3
425,1932,9
425,1465,10
425,3382,9
425,829,6
425,3764,7
425,438,9
425,6595,8
425,5465,10
425,3442,8
425,2984,8
425,6133,9
425,575,9
425,5203,8
425,6731,8
425,5284,8
425,1612,8
425,8777,9
425,5204,8
425,10735,7
425,2156,8
425,8862,10
425,114,8
425,1481,10
425,6916,8
425,12697,6
425,13046,8
425,2196,9
425,3789,10
425,512,7
425,1199,10
425,13357,8
425,5627,8
425,120,7
425,2491,8
425,3409,10
425,97,10
425,2803,5
425,8464,10
425,8268,10
425,4544,9
425,8510,10
425,15521,8
425,4946,8
425,11630,9
425,16318,8
425,6940,7
425,2816,7
425,12612,7
425,4933,9
425,10032,10
425,408,10
425,1315,9
425,727,9
425,2158,6
425,2640,9
425,997,9
425,1568,9
425,1832,9
425,2695,8
425,16303,9
425,10016,9
425,1086,10
425,1225,10
425,4028,7
425,7638,9
425,3953,9
425,13067,10
425,14052,9
425,13039,8
425,3485,7
425,352,9
425,8099,8
425,2454,9
425,7720,8
425,2983,5
425,4312,9
425,2755,9
425,7135,10
425,6788,8
425,7947,8
425,3125,7
425,15869,10
425,2412,10
425,1018,10
425,10118,8
425,8709,9
425,441,7
425,10159,10
425,1421,5
425,3930,6
425,6816,8
425,2244,9
425,765,7
425,1635,9
425,13737,8
425,3296,9
425,2623,9
425,2213,9
425,10782,9
425,15077,8
425,4195,9
425,8662,9
425,9636,8
425,193,8
425,1207,9
425,3360,7
425,5201,9
425,7915,8
427,11476,10
427,8640,10
427,5702,8
427,770,9
427,391,9
427,3165,9
427,4286,5
427,760,5
427,253,6
427,1295,9
427,92,9
427,5341,8
427,3453,10
427,3692,9
427,3440,9
427,4830,10
427,726,7
427,15876,8
427,8707,6
427,949,8
427,8424,8
427,595,8
427,5075,8
427,1867,9
427,2165,8
427,6913,10
427,5997,5
428,1611,6
428,8011,4
428,734,9
428,585,2
428,150,6
428,918,8
428,809,10
428,7181,8
428,2700,9
428,4946,7
428,1032,8
428,1424,8
428,1911,9
428,7388,7
428,25,9
428,967,10
428,2658,9
428,3640,8
428,2640,6
428,5518,10
428,388,10
428,7515,10
428,8084,10
428,609,10
428,7634,7
428,2006,10
428,49,5
429,1259,7
429,281,8
429,2746,9
429,927,9
429,329,7
429,1289,8
429,1290,8
429,643,7
429,1473,7
429,951,5
429,6109,6
429,3389,7
429,13548,9
429,6046,8
429,1885,7
429,591,8
429,9667,7
429,4545,9
429,2755,9
429,64,7
429,137,6
429,1303,9
429,11141,7
429,2743,8
429,1445,8
429,12127,7
429,753,6
431,12016,9
431,4660,10
431,5345,9
431,12488,9
431,2528,8
431,7141,7
431,395,7
431,14577,10
431,11548,9
431,1916,8
431,2093,8
431,533,8
431,2834,6
431,455,7
431,600,9
431,12087,9
431,468,9
431,2216,9
431,16057,10
431,3446,8
431,2860,9
431,6720,7
431,9245,8
431,3712,7
431,13107,5
431,3399,8
431,7549,7
431,4370,8
431,6043,9
431,14838,6
431,6777,6
431,1447,7
431,5627,8
431,775,9
431,6420,9
431,9976,8
431,1649,7
431,10672,8
431,15402,8
431,7571,8
431,16369,8
431,2212,9
431,1032,8
431,2024,8
431,16367,8
431,388,8
431,4114,6
431,4050,8
431,10517,8
431,3440,8
431,10528,9
431,10073,8
431,7515,8
431,16370,8
431,14138,8
431,13238,10
431,16149,8
431,9723,9
431,7506,8
431,1631,10
431,10662,10
431,6086,8
431,5098,8
431,595,10
431,14743,7
431,10685,8
431,1564,7
431,4069,9
431,7452,8
431,5443,8
431,2780,8
431,10159,1
431,12456,7
431,5844,9
431,5768,8
431,14030,7
431,799,8
431,300,7
431,2732,7
431,1131,8
431,5439,6
431,14593,8
431,7201,7
431,13606,9
431,13895,7
431,5523,9
431,4903,8
431,178,9
431,9419,7
431,696,8
431,5019,10
432,917,9
432,8236,10
432,15442,9
432,16394,10
432,281,10
432,1570,6
432,228,10
432,6987,10
432,13852,10
432,11782,10
432,6811,8
432,16355,5
432,2905,10
432,9495,7
432,11437,10
432,5423,10
432,4409,10
432,4002,10
432,16396,10
432,2978,9
432,13485,9
432,4001,10
432,1656,10
432,1119,10
432,167,10
432,14719,10
432,4539,10
432,2755,6
432,16397,10
432,7587,10
432,3374,9
432,6061,10
432,12317,10
432,1982,10
432,492,9
432,2519,9
432,16395,10
432,4852,10
432,10516,6
437,820,10
437,2655,8
437,3095,7
437,14054,5
437,2884,9
437,10672,7
437,3133,9
437,3035,8
437,2555,8
437,7294,10
437,1264,10
437,4772,9
437,7665,10
437,14264,9
437,1856,10
437,2916,10
437,1268,10
437,3547,5
437,64,9
437,1562,9
438,10317,9
438,11542,5
438,12400,9
438,793,8
438,4651,7
438,1541,10
438,1239,9
438,12949,9
438,14287,7
438,1378,7
438,1091,9
438,6059,9
438,4674,8
438,9222,8
438,2522,10
438,8037,8
438,801,10
438,7635,8
438,15553,10
438,2785,7
438,14071,8
438,5654,9
438,16150,3
438,12008,8
438,6724,9
438,12872,4
438,16430,7
438,143,9
439,734,5
439,2252,5
439,2332,7
439,3840,6
439,735,8
439,4286,7
439,845,5
439,840,8
439,2926,8
439,1256,9
439,1094,9
439,1630,6
439,366,7
439,4055,10
439,599,9
439,3692,6
439,1203,7
439,4161,8
439,2387,7
439,8578,6
439,7579,7
439,171,3
439,198,5
439,2326,7
441,16442,10
441,14447,10
441,12944,10
441,11567,9
441,11851,10
441,1317,10
441,13125,10
441,4673,10
441,15074,10
441,2463,10
441,2468,10
441,2049,10
441,14242,10
441,3501,8
441,6028,8
441,13059,5
441,442,10
441,2717,10
441,8306,10
441,9217,8
441,16441,10
441,2587,8
444,4053,8
444,820,8
444,6614,8
444,2162,6
444,2087,9
444,2742,5
444,2751,8
444,648,8
444,6922,9
444,1709,8
444,3987,9
444,11686,9
444,4166,6
444,1681,9
444,53,10
444,797,9
444,2141,6
444,708,9
444,699,10
444,264,9
444,803,9
444,32,9
444,765,9
444,4693,8
444,10155,6
447,14325,9
447,10000,7
447,4660,10
447,16509,10
447,370,9
447,12752,10
447,226,7
447,5438,6
447,180,6
447,1762,5
447,2337,6
447,4473,7
447,3704,4
447,15118,8
447,1600,7
447,16513,5
447,5310,7
447,16506,9
447,391,7
447,297,9
447,653,8
447,813,10
447,2235,7
447,1065,8
447,228,6
447,3764,7
447,16503,9
447,2349,10
447,2619,8
447,2347,10
447,5979,10
447,5384,9
447,12760,8
447,12757,8
447,11051,8
447,15585,9
447,1127,9
447,15540,5
447,744,10
447,1586,7
447,11460,7
447,643,8
447,2742,7
447,1121,5
447,615,9
447,3165,3
447,112,10
447,4899,6
447,4286,6
447,1519,9
447,912,8
447,13671,4
447,9744,8
447,186,9
447,16508,9
447,10826,8
447,12756,7
447,2970,7
447,7840,7
447,683,9
447,2544,7
447,14388,9
447,758,10
447,14412,10
447,5271,9
447,14765,8
447,1199,3
447,962,7
447,4221,9
447,9770,9
447,9347,8
447,12047,7
447,12185,10
447,3,9
447,13729,10
447,1518,9
447,2302,9
447,1514,9
447,5434,6
447,1499,7
447,1774,7
447,15521,7
447,4088,8
447,3959,10
447,859,10
447,9554,7
447,14422,8
447,9873,8
447,1039,9
447,8119,5
447,725,9
447,2592,8
447,2591,5
447,375,6
447,1315,4
447,15501,7
447,3857,10
447,2694,10
447,6566,7
447,1535,10
447,797,10
447,3022,6
447,132,6
447,2228,9
447,12652,6
447,4977,6
447,4985,7
447,8934,10
447,8317,7
447,213,7
447,12069,7
447,965,10
447,11085,7
447,2741,7
447,11858,9
447,2104,10
447,3245,7
447,2916,7
447,3632,6
447,2915,7
447,7897,9
447,3530,9
447,10192,8
447,4214,10
447,6315,5
447,5250,8
447,5060,9
447,16256,7
447,14983,10
447,7801,9
447,11273,5
447,10962,7
447,6547,5
447,9573,9
447,5473,8
447,4613,8
447,8940,9
447,10238,9
447,49,6
447,13708,9
447,14552,9
447,16505,7
447,3164,5
447,3972,8
447,16495,2
447,351,9
447,14106,7
447,6413,4
447,5780,5
447,13516,4
447,11335,7
447,1551,7
447,2074,10
447,7417,7
447,16501,8
447,3008,6
447,7922,8
447,1353,6
447,8,4
447,1613,5
447,4852,5
447,2301,8
447,15891,8
447,9504,6
447,236,6
448,276,9
448,2434,10
448,369,8
448,4908,9
448,8178,9
448,973,8
448,3470,8
448,1146,8
448,202,10
448,14525,8
448,15030,8
448,6329,9
448,14507,9
448,16516,8
448,777,9
448,3409,8
448,123,10
448,5556,9
448,485,9
448,5191,8
448,8489,9
448,2759,8
448,4274,10
448,6606,8
448,14,9
448,3853,8
448,4995,9
448,7106,8
448,13472,8
448,13474,8
448,3722,8
448,3720,8
448,3719,8
448,3721,8
448,16517,8
448,3718,8
448,12518,6
448,11173,8
448,12278,8
448,5557,7
448,1867,8
448,9040,8
448,16519,8
448,1171,9
448,2623,8
448,6807,8
449,12666,9
449,3645,5
449,6796,5
449,643,5
449,1178,5
449,7863,5
449,1034,5
449,10,5
449,3112,6
449,10219,5
449,1647,5
449,4570,7
449,16226,5
449,8634,5
449,5914,5
449,83,5
449,16531,5
449,2519,5
449,6001,5
449,6440,5
449,1573,5
449,5295,5
449,16530,5
450,14498,10
450,15700,10
450,7747,9
450,9173,10
450,5921,9
450,1540,10
450,4441,10
450,10414,7
450,3417,9
450,927,10
450,106,9
450,4400,5
450,3994,8
450,1054,8
450,4205,8
450,3579,8
450,7625,8
450,7549,7
450,115,7
450,10656,7
450,1414,10
450,4068,7
450,4388,8
450,14764,8
450,322,8
450,7885,7
450,6582,7
450,948,7
450,9222,7
450,2573,7
450,8192,7
450,4437,7
450,6665,6
450,13498,9
450,126,8
450,8028,8
450,3640,8
450,4763,8
450,2063,10
450,7859,10
450,5408,9
450,6827,9
450,12314,9
450,5185,9
450,16535,7
450,1316,8
450,3610,8
450,249,8
450,2755,10
450,76,7
450,4799,9
450,7411,10
450,2780,8
450,11862,9
450,11886,9
450,4169,9
450,16005,6
457,5741,10
457,10826,2
457,11233,7
457,16243,10
457,1862,2
457,3961,10
457,3054,10
457,364,9
457,4287,10
457,3365,10
457,2548,10
457,15981,9
457,6275,8
457,15275,10
457,1701,8
457,1188,10
457,1529,10
457,6162,7
457,1186,10
457,4987,10
457,6272,10
460,9686,10
460,11067,7
460,10187,8
460,6903,8
460,3911,8
460,6283,8
460,2184,9
460,7620,7
460,16248,8
460,15356,9
460,11940,10
460,3088,9
460,3793,8
460,4257,7
460,2156,6
460,5808,8
460,9312,8
460,1499,9
460,3577,7
460,4498,9
460,1079,7
460,1774,8
460,3070,8
460,538,8
460,4497,8
460,3967,8
460,2613,8
460,5026,6
460,1489,9
460,3931,7
460,15430,8
460,5341,7
460,1888,7
460,2610,9
460,3284,5
460,2534,8
460,1203,9
460,177,8
460,8286,6
460,15074,8
460,7419,8
460,1831,10
460,3640,7
460,5158,6
460,60,8
460,1832,8
460,230,9
460,128,10
460,1909,7
460,54,9
460,1181,9
460,3975,9
460,2635,8
460,10978,8
460,10994,8
460,11382,8
460,6845,8
460,3418,8
460,15878,7
460,16587,4
460,5565,7
460,11444,8
460,13070,8
460,4495,8
460,4340,8
460,3422,8
460,2660,8
460,3073,8
460,10153,7
460,532,7
460,6078,9
460,13481,8
460,9292,8
460,6725,9
460,9289,7
460,4052,6
460,6114,7
460,9435,7
460,12444,7
460,2003,8
460,4169,7
460,16589,10
460,11547,9
460,9761,6
460,8040,9
460,8669,7
460,4915,9
460,11660,10
460,1417,8
460,188,8
464,5179,9
