user,item,accessed
356,1020,1
356,15499,1
356,15498,1
356,11573,1
356,8,1
356,11588,1
356,1008,1
357,2176,1
357,12803,1
357,226,1
357,15504,1
357,13904,1
357,820,1
357,7647,1
357,13727,1
357,744,1
357,4358,1
357,3031,1
357,2568,1
357,2046,1
357,4772,1
357,9841,1
357,8847,1
357,8520,1
357,7149,1
357,3164,1
357,55,1
357,1975,1
357,4648,1
357,4229,1
357,8,1
358,4077,1
358,9598,1
358,738,1
358,790,1
358,360,1
358,6191,1
358,5527,1
358,10742,1
358,9098,1
358,1732,1
358,13089,1
358,15517,1
358,15519,1
358,10104,1
358,219,1
358,44,1
358,1169,1
358,484,1
358,2173,1
358,4283,1
358,1695,1
358,2346,1
358,11090,1
358,2575,1
358,14,1
358,9871,1
358,11422,1
358,7665,1
358,15516,1
358,8556,1
358,247,1
358,1604,1
358,7372,1
358,5665,1
358,15240,1
358,3761,1
358,12769,1
358,596,1
358,3846,1
358,7056,1
358,6918,1
358,589,1
358,1018,1
358,171,1
358,4430,1
358,10814,1
358,916,1
358,563,1
358,5860,1
358,676,1
358,13517,1
358,696,1
358,1884,1
359,2016,1
359,3574,1
359,1665,1
359,6136,1
359,4113,1
359,744,1
359,2315,1
359,354,1
359,252,1
359,13211,1
359,6720,1
359,1587,1
359,5965,1
359,8912,1
359,5497,1
359,7069,1
359,725,1
359,2271,1
359,11687,1
359,704,1
359,3586,1
359,6659,1
359,5253,1
359,2227,1
359,9880,1
359,5918,1
359,10964,1
359,14609,1
359,4213,1
359,13830,1
359,4038,1
359,1926,1
359,9514,1
359,13405,1
359,5494,1
359,11932,1
359,2837,1
359,15041,1
359,1808,1
359,1188,1
359,1705,1
359,1187,1
359,1185,1
359,1529,1
359,14187,1
359,5491,1
359,1186,1
359,3997,1
359,6800,1
360,660,1
360,3363,1
360,403,1
360,8183,1
360,14782,1
360,2442,1
360,15547,1
360,15098,1
360,885,1
360,9581,1
360,15541,1
360,6304,1
360,9843,1
360,12705,1
360,6187,1
360,6339,1
360,5386,1
360,12621,1
360,15546,1
360,12620,1
360,5009,1
360,15544,1
360,5927,1
361,4116,1
361,10317,1
361,594,1
361,13805,1
361,4095,1
361,14186,1
361,7058,1
361,1190,1
361,10274,1
361,2560,1
361,1753,1
361,4517,1
361,7199,1
361,5568,1
361,4849,1
361,6822,1
361,9280,1
361,3733,1
361,1281,1
361,12290,1
361,550,1
361,9160,1
361,741,1
361,10121,1
361,4904,1
361,13503,1
361,13441,1
361,14126,1
361,12315,1
361,95,1
361,14188,1
361,744,1
361,13862,1
361,252,1
361,4267,1
361,15565,1
361,112,1
361,2173,1
361,3441,1
361,3660,1
361,4051,1
361,8850,1
361,3630,1
361,9244,1
361,6960,1
361,2139,1
361,6037,1
361,2662,1
361,2661,1
361,3903,1
361,8212,1
361,8211,1
361,5360,1
361,1845,1
361,5234,1
361,3907,1
361,2838,1
361,12316,1
361,740,1
361,5915,1
361,8240,1
361,4338,1
361,5650,1
361,1633,1
361,3699,1
361,649,1
361,1082,1
361,12170,1
361,11148,1
361,10938,1
361,351,1
361,379,1
361,1020,1
361,3595,1
361,10738,1
361,8249,1
361,15559,1
361,1629,1
361,4023,1
361,739,1
361,8,1
361,6232,1
361,15821,1
361,1613,1
361,696,1
361,9158,1
361,237,1
361,1748,1
362,12807,1
362,4220,1
362,14938,1
362,1121,1
362,4556,1
362,5485,1
362,82,1
362,1094,1
362,2955,1
362,4217,1
362,15570,1
362,247,1
362,3365,1
362,5611,1
362,2837,1
362,10537,1
362,1739,1
362,8008,1
362,1478,1
362,8729,1
363,2884,1
363,2026,1
363,10,1
363,120,1
363,774,1
363,122,1
363,3063,1
363,1534,1
363,4694,1
363,3372,1
363,4583,1
363,4763,1
363,3637,1
363,1181,1
363,9526,1
363,11126,1
363,64,1
363,15086,1
363,12385,1
363,7473,1
363,13411,1
363,7418,1
363,8170,1
363,7096,1
363,7130,1
363,7129,1
363,2948,1
364,748,1
364,2094,1
364,4885,1
364,3056,1
364,1632,1
364,8541,1
364,973,1
364,5221,1
364,13811,1
364,1288,1
364,6255,1
364,1213,1
364,281,1
364,14151,1
364,44,1
364,7703,1
364,7654,1
364,1127,1
364,8482,1
364,6490,1
364,5270,1
364,11346,1
364,3174,1
364,1519,1
364,1587,1
364,1318,1
364,1481,1
364,821,1
364,4030,1
364,2866,1
364,1085,1
364,9884,1
364,3981,1
364,5522,1
364,13618,1
364,6606,1
364,863,1
364,9553,1
364,1410,1
364,2568,1
364,1617,1
364,9035,1
364,4101,1
364,4898,1
364,1453,1
364,498,1
364,11800,1
364,15575,1
364,9723,1
364,6617,1
364,12792,1
364,10804,1
364,248,1
364,1037,1
364,2760,1
364,4995,1
364,6240,1
364,15216,1
364,11539,1
364,690,1
364,13883,1
364,13470,1
364,4595,1
364,1228,1
364,9321,1
364,13131,1
364,7978,1
364,15579,1
364,4156,1
364,5394,1
364,5393,1
364,15578,1
364,5863,1
364,5354,1
364,9051,1
364,15576,1
364,9040,1
364,8120,1
364,7848,1
364,10323,1
364,1635,1
364,5666,1
364,6894,1
364,5903,1
364,2054,1
364,9463,1
364,9046,1
364,9464,1
364,9465,1
364,14594,1
365,6170,1
365,4849,1
365,6349,1
365,228,1
365,3326,1
365,5567,1
365,647,1
365,2967,1
365,2630,1
365,2695,1
365,11651,1
365,987,1
365,561,1
365,15532,1
365,757,1
365,8,1
365,6357,1
365,3145,1
365,12287,1
365,14193,1
366,9485,1
366,14276,1
366,624,1
366,4975,1
366,2192,1
366,15594,1
366,4866,1
366,11808,1
366,10349,1
366,6691,1
366,10807,1
366,738,1
366,11838,1
366,12044,1
366,11837,1
366,10324,1
366,370,1
366,5228,1
366,790,1
366,360,1
366,4686,1
366,2434,1
366,1487,1
366,144,1
366,14476,1
366,9942,1
366,1259,1
366,5385,1
366,980,1
366,820,1
366,2496,1
366,604,1
366,4143,1
366,9772,1
366,11421,1
366,3704,1
366,6585,1
366,4849,1
366,2438,1
366,3470,1
366,9339,1
366,4140,1
366,6255,1
366,202,1
366,1483,1
366,810,1
366,15590,1
366,297,1
366,7186,1
366,13672,1
366,972,1
366,2402,1
366,281,1
366,7758,1
366,11287,1
366,2520,1
366,952,1
366,6545,1
366,2332,1
366,3468,1
366,3188,1
366,547,1
366,744,1
366,892,1
366,643,1
366,8692,1
366,3326,1
366,2315,1
366,3892,1
366,1023,1
366,848,1
366,909,1
366,6133,1
366,15428,1
366,7601,1
366,5609,1
366,2306,1
366,8088,1
366,4661,1
366,2303,1
366,15592,1
366,9937,1
366,735,1
366,760,1
366,11048,1
366,3174,1
366,13826,1
366,8004,1
366,5431,1
366,253,1
366,2156,1
366,8447,1
366,11338,1
366,1239,1
366,6934,1
366,82,1
366,8010,1
366,5783,1
366,7050,1
366,512,1
366,2346,1
366,707,1
366,5271,1
366,816,1
366,8152,1
366,4184,1
366,5216,1
366,5623,1
366,407,1
366,13357,1
366,1630,1
366,7041,1
366,298,1
366,8730,1
366,12227,1
366,7701,1
366,543,1
366,9058,1
366,12401,1
366,1514,1
366,7567,1
366,5991,1
366,6411,1
366,8465,1
366,255,1
366,14046,1
366,3709,1
366,5885,1
366,2575,1
366,1951,1
366,8133,1
366,1666,1
366,4055,1
366,599,1
366,3693,1
366,478,1
366,4933,1
366,3453,1
366,3692,1
366,6324,1
366,5269,1
366,14,1
366,6060,1
366,3564,1
366,7880,1
366,15418,1
366,1443,1
366,5093,1
366,825,1
366,4326,1
366,544,1
366,2694,1
366,231,1
366,15383,1
366,4895,1
366,8708,1
366,1086,1
366,2616,1
366,6492,1
366,2974,1
366,1181,1
366,2609,1
366,1535,1
366,797,1
366,2763,1
366,1012,1
366,1119,1
366,11855,1
366,5882,1
366,257,1
366,132,1
366,3909,1
366,9883,1
366,14221,1
366,3505,1
366,4038,1
366,2489,1
366,13364,1
366,4977,1
366,4297,1
366,147,1
366,5472,1
366,1721,1
366,15587,1
366,561,1
366,3460,1
366,8919,1
366,1726,1
366,708,1
366,2022,1
366,5477,1
366,590,1
366,1268,1
366,168,1
366,1319,1
366,15437,1
366,7324,1
366,3519,1
366,13079,1
366,9793,1
366,64,1
366,137,1
366,737,1
366,14983,1
366,10962,1
366,556,1
366,1536,1
366,13833,1
366,3889,1
366,5115,1
366,6483,1
366,4052,1
366,7459,1
366,5816,1
366,586,1
366,12521,1
366,48,1
366,5586,1
366,13379,1
366,10650,1
366,5502,1
366,11148,1
366,7144,1
366,1018,1
366,262,1
366,2537,1
366,6276,1
366,5393,1
366,4067,1
366,582,1
366,4069,1
366,7070,1
366,10899,1
366,1867,1
366,14607,1
366,15434,1
366,2233,1
366,5443,1
366,1928,1
366,1927,1
366,6271,1
366,6270,1
366,4222,1
366,3790,1
366,5173,1
366,1035,1
366,13483,1
366,4790,1
366,2152,1
366,3443,1
366,2791,1
366,4348,1
366,10469,1
366,148,1
366,5336,1
366,15595,1
366,6006,1
366,7113,1
366,7134,1
366,1775,1
366,9486,1
366,7400,1
366,337,1
366,7439,1
366,5680,1
366,8,1
366,4607,1
366,2831,1
366,11601,1
366,1298,1
366,8420,1
366,470,1
366,5019,1
366,4110,1
367,9421,1
367,180,1
367,14018,1
367,9077,1
367,14137,1
367,3625,1
367,13409,1
367,330,1
367,3214,1
367,6298,1
367,6636,1
367,11247,1
367,754,1
367,1489,1
367,8460,1
367,5669,1
367,2629,1
367,2995,1
367,14485,1
367,800,1
367,1640,1
367,4,1
367,13498,1
367,375,1
367,126,1
367,997,1
367,3143,1
367,10176,1
367,2741,1
367,4595,1
367,640,1
367,6663,1
367,15609,1
368,7390,1
368,6475,1
368,734,1
368,279,1
368,4238,1
368,7141,1
368,5073,1
368,12301,1
368,1169,1
368,7714,1
368,6579,1
368,192,1
368,2232,1
368,205,1
368,1630,1
368,8527,1
368,11517,1
368,3212,1
368,8436,1
368,8906,1
368,12238,1
368,14236,1
368,14263,1
368,14232,1
368,12237,1
368,10142,1
368,2230,1
368,2098,1
368,14639,1
368,4750,1
368,1905,1
368,853,1
368,11921,1
368,8702,1
368,2284,1
368,15249,1
368,14027,1
368,4470,1
369,9071,1
369,9037,1
369,326,1
369,10232,1
369,6741,1
369,6701,1
369,4047,1
369,6740,1
369,15688,1
369,276,1
369,2273,1
369,12285,1
369,633,1
369,144,1
369,9515,1
369,1015,1
369,5948,1
369,6306,1
369,11099,1
369,10102,1
369,6557,1
369,4908,1
369,5468,1
369,9080,1
369,155,1
369,3493,1
369,2969,1
369,2382,1
369,15685,1
369,14843,1
369,36,1
369,15686,1
369,7063,1
369,6822,1
369,6588,1
369,2438,1
369,5320,1
369,3470,1
369,15700,1
369,4170,1
369,4372,1
369,7317,1
369,483,1
369,482,1
369,11391,1
369,342,1
369,14509,1
369,15709,1
369,10436,1
369,9028,1
369,2225,1
369,7758,1
369,3643,1
369,2184,1
369,10982,1
369,12813,1
369,7671,1
369,8481,1
369,4999,1
369,15608,1
369,4592,1
369,6496,1
369,2619,1
369,329,1
369,1289,1
369,1169,1
369,10751,1
369,1290,1
369,6467,1
369,3266,1
369,488,1
369,632,1
369,12797,1
369,330,1
369,9003,1
369,994,1
369,11623,1
369,2280,1
369,2085,1
369,10,1
369,4590,1
369,3428,1
369,6552,1
369,37,1
369,10983,1
369,12686,1
369,6470,1
369,8954,1
369,6251,1
369,4661,1
369,13824,1
369,760,1
369,15722,1
369,1151,1
369,11998,1
369,886,1
369,11338,1
369,5124,1
369,6698,1
369,1318,1
369,6177,1
369,12204,1
369,9958,1
369,13245,1
369,13179,1
369,520,1
369,82,1
369,5486,1
369,7682,1
369,117,1
369,524,1
369,11114,1
369,7937,1
369,6070,1
369,8309,1
369,1327,1
369,13114,1
369,1074,1
369,12817,1
369,254,1
369,6041,1
369,10966,1
369,12140,1
369,1232,1
369,1968,1
369,7330,1
369,6213,1
369,12928,1
369,1079,1
369,10588,1
369,1014,1
369,8480,1
369,3967,1
369,2613,1
369,6048,1
369,3872,1
369,5938,1
369,10670,1
369,9429,1
369,15681,1
369,946,1
369,4383,1
369,21,1
369,12023,1
369,778,1
369,13988,1
369,12166,1
369,15726,1
369,15430,1
369,13380,1
369,642,1
369,14485,1
369,9489,1
369,599,1
369,3693,1
369,229,1
369,1203,1
369,1829,1
369,7748,1
369,15682,1
369,2113,1
369,2568,1
369,11457,1
369,5956,1
369,15505,1
369,3773,1
369,3213,1
369,15656,1
369,2335,1
369,14487,1
369,6263,1
369,4318,1
369,8252,1
369,3564,1
369,5096,1
369,997,1
369,2905,1
369,8148,1
369,2583,1
369,15,1
369,128,1
369,9812,1
369,3933,1
369,14545,1
369,1852,1
369,3033,1
369,1953,1
369,3139,1
369,15692,1
369,2178,1
369,8893,1
369,54,1
369,11424,1
369,4479,1
369,5602,1
369,11506,1
369,2842,1
369,7553,1
369,7266,1
369,9973,1
369,8174,1
369,4057,1
369,2015,1
369,11270,1
369,5348,1
369,5176,1
369,212,1
369,10622,1
369,2692,1
369,1426,1
369,1355,1
369,15718,1
369,4489,1
369,4912,1
369,7320,1
369,13246,1
369,2426,1
369,561,1
369,15701,1
369,4819,1
369,3960,1
369,1476,1
369,368,1
369,3632,1
369,2943,1
369,168,1
369,15095,1
369,15062,1
369,3853,1
369,3851,1
369,8214,1
369,2274,1
369,7624,1
369,15691,1
369,8058,1
369,570,1
369,5806,1
369,15710,1
369,7563,1
369,15706,1
369,2151,1
369,8832,1
369,9073,1
369,9072,1
369,12517,1
369,9830,1
369,214,1
369,15721,1
369,68,1
369,4781,1
369,9461,1
369,8641,1
369,5198,1
369,1160,1
369,1861,1
369,5298,1
369,5296,1
369,12012,1
369,15679,1
369,15694,1
369,4675,1
369,15707,1
369,9935,1
369,757,1
369,14715,1
369,14714,1
369,7305,1
369,880,1
369,15723,1
369,4301,1
369,6036,1
369,3164,1
369,13053,1
369,10461,1
369,4412,1
369,8719,1
369,14607,1
369,3757,1
369,13072,1
369,2953,1
369,5415,1
369,9442,1
369,6592,1
369,6016,1
369,7297,1
369,7335,1
369,12322,1
369,3532,1
369,15696,1
369,11330,1
369,7060,1
369,7530,1
369,7017,1
369,9014,1
369,9012,1
369,1551,1
369,6772,1
369,3636,1
369,15061,1
369,7332,1
369,4745,1
369,261,1
369,3897,1
369,4482,1
369,4589,1
369,15545,1
369,9002,1
369,2175,1
369,10172,1
369,4436,1
369,15714,1
369,7775,1
369,8170,1
369,6143,1
369,8597,1
369,5666,1
369,2709,1
369,15727,1
369,11963,1
369,13769,1
369,13767,1
369,2672,1
369,6438,1
369,14206,1
369,688,1
369,3178,1
369,13737,1
369,8,1
369,15432,1
369,753,1
369,13782,1
369,8965,1
369,14269,1
369,11772,1
369,9199,1
369,4060,1
369,15712,1
369,11923,1
369,6865,1
369,6801,1
369,6461,1
369,696,1
369,193,1
369,2477,1
369,4591,1
369,9454,1
369,16806,1
369,12786,1
369,15713,1
370,592,1
370,4149,1
370,5385,1
370,618,1
370,2884,1
370,829,1
370,497,1
370,13138,1
370,15418,1
370,2640,1
370,3954,1
370,2035,1
370,1084,1
370,9100,1
370,12958,1
370,8969,1
370,6101,1
370,5412,1
370,4367,1
370,15730,1
370,2378,1
370,557,1
371,3066,1
371,7151,1
371,281,1
371,4737,1
371,960,1
371,4661,1
371,1789,1
371,1148,1
371,1212,1
371,7668,1
371,15386,1
371,10966,1
371,9340,1
371,7083,1
371,195,1
371,3754,1
371,5445,1
371,1052,1
371,2043,1
371,5234,1
371,14381,1
371,2435,1
371,1270,1
371,9457,1
371,556,1
371,6126,1
371,14744,1
371,3999,1
371,4130,1
371,874,1
371,8,1
372,1439,1
372,1097,1
372,692,1
372,145,1
372,2125,1
372,6787,1
372,228,1
372,8088,1
372,13403,1
372,159,1
372,11361,1
372,14130,1
372,2566,1
372,2955,1
372,8115,1
372,2597,1
372,1666,1
372,1272,1
372,54,1
372,8200,1
372,3116,1
372,1216,1
372,1696,1
372,13520,1
372,894,1
372,4938,1
372,7706,1
372,9386,1
372,13382,1
372,6278,1
372,13468,1
372,6161,1
372,11396,1
372,5931,1
372,6443,1
372,6444,1
372,11397,1
372,6440,1
372,1171,1
372,864,1
372,2132,1
372,8,1
372,5972,1
372,6896,1
372,4066,1
372,2124,1
372,9690,1
372,13518,1
372,3279,1
372,2127,1
373,1611,1
373,14870,1
373,3345,1
373,734,1
373,4567,1
373,674,1
373,3704,1
373,6822,1
373,4698,1
373,389,1
373,550,1
373,297,1
373,15769,1
373,927,1
373,1033,1
373,829,1
373,95,1
373,2980,1
373,3052,1
373,12632,1
373,7532,1
373,819,1
373,7050,1
373,1414,1
373,706,1
373,2036,1
373,9228,1
373,407,1
373,2423,1
373,381,1
373,14,1
373,1292,1
373,1264,1
373,3131,1
373,14138,1
373,2145,1
373,164,1
373,1871,1
373,4653,1
373,15768,1
373,11129,1
373,4697,1
373,10764,1
373,2741,1
373,2916,1
373,2279,1
373,2915,1
373,9298,1
373,8248,1
373,4145,1
373,3378,1
373,595,1
373,9258,1
373,4339,1
373,8250,1
373,3837,1
373,12340,1
373,2717,1
373,5843,1
373,12631,1
373,7531,1
373,14806,1
373,6828,1
373,904,1
373,5184,1
373,881,1
373,32,1
373,8,1
373,15766,1
373,1207,1
373,3363,1
373,1866,1
373,15771,1
374,2414,1
374,1239,1
374,2967,1
374,502,1
374,4276,1
374,435,1
374,15792,1
374,6059,1
374,11970,1
374,7914,1
374,9941,1
374,2419,1
374,2863,1
374,2842,1
374,10322,1
374,2118,1
374,8929,1
374,15448,1
374,3679,1
374,4632,1
374,13045,1
374,13050,1
374,2519,1
374,3536,1
374,15791,1
374,2723,1
375,15824,1
375,13500,1
375,8523,1
375,11260,1
375,7882,1
375,4663,1
375,502,1
375,5434,1
375,5763,1
375,4055,1
375,599,1
375,3693,1
375,3692,1
375,6456,1
375,1316,1
375,15822,1
375,9099,1
375,13657,1
375,15823,1
375,13938,1
376,10548,1
376,485,1
376,3981,1
376,1559,1
376,7120,1
376,6861,1
376,9034,1
376,10771,1
376,7195,1
376,15829,1
376,14880,1
376,3121,1
376,9662,1
376,1064,1
376,10508,1
376,6547,1
376,4234,1
376,3322,1
376,4009,1
376,15031,1
376,5560,1
376,8257,1
376,8270,1
376,8341,1
376,7963,1
376,7459,1
376,5323,1
376,4011,1
376,4010,1
376,15679,1
376,10602,1
376,5142,1
376,4362,1
376,10772,1
376,13016,1
376,14494,1
376,10535,1
376,6296,1
376,5593,1
376,10777,1
376,10779,1
377,1383,1
377,8960,1
377,14295,1
377,2994,1
377,1457,1
377,6008,1
377,6010,1
377,2511,1
377,5834,1
377,15824,1
377,7283,1
377,8036,1
377,4265,1
377,6973,1
377,14080,1
377,13577,1
377,6235,1
377,4810,1
377,13004,1
377,14563,1
377,14566,1
377,12946,1
377,10473,1
377,13144,1
377,4808,1
377,12983,1
377,10477,1
377,3264,1
377,10333,1
377,12482,1
377,15852,1
377,12826,1
377,15153,1
377,15857,1
377,12979,1
377,3830,1
377,14077,1
377,12917,1
377,14083,1
377,14656,1
377,12027,1
377,15549,1
377,8379,1
377,14616,1
377,15843,1
377,15341,1
377,14076,1
377,12944,1
377,1133,1
377,14926,1
377,15853,1
377,11473,1
377,12832,1
377,3316,1
377,3307,1
377,15379,1
377,15557,1
377,838,1
377,837,1
377,11853,1
377,11848,1
377,9212,1
377,4092,1
377,15340,1
377,15861,1
377,14078,1
377,15848,1
377,5540,1
377,5541,1
377,7957,1
377,15851,1
377,11470,1
377,15849,1
377,3477,1
377,10389,1
377,2048,1
377,15568,1
377,5277,1
377,13937,1
377,3484,1
377,15325,1
377,13646,1
377,11097,1
377,15856,1
377,497,1
377,9239,1
377,10157,1
377,14489,1
377,9429,1
377,10431,1
377,21,1
377,15844,1
377,6015,1
377,6009,1
377,15779,1
377,9570,1
377,14255,1
377,11146,1
377,7350,1
377,1398,1
377,1381,1
377,13929,1
377,2221,1
377,12514,1
377,15860,1
377,13668,1
377,15793,1
377,12991,1
377,12262,1
377,14214,1
377,6103,1
377,7809,1
377,15847,1
377,1113,1
377,3878,1
377,519,1
377,4624,1
377,1755,1
377,15855,1
377,13021,1
377,6115,1
377,9286,1
377,10248,1
377,8748,1
377,3601,1
377,3547,1
377,2042,1
377,1005,1
377,14007,1
377,3502,1
377,649,1
377,12962,1
377,2805,1
377,3492,1
377,1652,1
377,8944,1
377,3747,1
377,14084,1
377,1021,1
377,4877,1
377,15846,1
377,13964,1
377,13966,1
377,15859,1
377,2611,1
377,11302,1
377,13003,1
377,8356,1
377,15845,1
377,14006,1
377,14014,1
377,12900,1
377,11723,1
377,15858,1
377,13648,1
377,12009,1
377,15850,1
377,7582,1
377,13670,1
377,4060,1
377,15165,1
377,10859,1
377,1936,1
378,1657,1
378,6502,1
378,4849,1
378,13586,1
378,11928,1
378,1483,1
378,1081,1
378,1065,1
378,228,1
378,14443,1
378,1127,1
378,629,1
378,4534,1
378,9311,1
378,3840,1
378,7155,1
378,13983,1
378,3435,1
378,308,1
378,2967,1
378,3030,1
378,707,1
378,407,1
378,13887,1
378,435,1
378,11966,1
378,3967,1
378,1622,1
378,8489,1
378,8490,1
378,11661,1
378,1832,1
378,5033,1
378,8537,1
378,11275,1
378,14919,1
378,8158,1
378,8450,1
378,7257,1
378,5157,1
378,15867,1
378,15866,1
378,15864,1
378,757,1
378,1548,1
378,3622,1
378,32,1
378,15609,1
378,2808,1
378,6942,1
378,2390,1
378,8,1
378,10234,1
378,4943,1
378,3363,1
378,15171,1
379,144,1
379,2094,1
379,2852,1
379,2520,1
379,1932,1
379,191,1
379,833,1
379,840,1
379,7337,1
379,512,1
379,593,1
379,2183,1
379,599,1
379,7388,1
379,811,1
379,8720,1
379,15878,1
379,1425,1
379,7493,1
379,5294,1
379,10976,1
379,3999,1
379,1867,1
379,6374,1
379,11311,1
379,1415,1
379,799,1
379,4642,1
379,1222,1
379,1131,1
379,2074,1
379,765,1
379,2372,1
379,9904,1
380,2382,1
380,203,1
380,228,1
380,407,1
380,1257,1
380,2640,1
380,11359,1
380,3324,1
380,987,1
380,4041,1
380,728,1
380,4675,1
380,7587,1
380,6044,1
380,2003,1
380,916,1
380,1478,1
380,2071,1
380,15171,1
380,4574,1
380,11158,1
380,1543,1
380,13957,1
380,8233,1
380,103,1
380,11594,1
380,4271,1
380,10831,1
380,15881,1
380,3017,1
381,225,1
381,981,1
381,4944,1
381,790,1
381,74,1
381,789,1
381,202,1
381,11370,1
381,892,1
381,1602,1
381,243,1
381,5426,1
381,3804,1
381,4902,1
381,11902,1
381,3638,1
381,48,1
381,7482,1
381,1564,1
381,8817,1
381,3951,1
381,1336,1
381,5421,1
381,142,1
381,753,1
381,4903,1
382,3817,1
382,2235,1
382,2257,1
382,14923,1
382,6921,1
382,4619,1
382,10727,1
382,5864,1
382,1022,1
382,7965,1
382,4186,1
382,14161,1
382,4018,1
382,7387,1
382,1086,1
382,704,1
382,11916,1
382,3890,1
382,9428,1
382,2258,1
382,8308,1
382,1690,1
382,3422,1
382,7635,1
382,2120,1
382,10380,1
382,259,1
382,3125,1
382,11240,1
382,6668,1
382,6190,1
382,10958,1
382,5443,1
382,4915,1
382,4436,1
382,696,1
383,4835,1
383,7369,1
383,14273,1
383,4174,1
383,8097,1
383,7461,1
383,11560,1
383,1034,1
383,2918,1
383,15389,1
383,8231,1
383,2833,1
383,4083,1
383,1647,1
383,2169,1
383,2164,1
383,25,1
383,1203,1
383,39,1
383,11328,1
383,8106,1
383,3274,1
383,7431,1
383,755,1
383,1181,1
383,13533,1
383,14431,1
383,4741,1
383,15277,1
383,8861,1
383,13959,1
383,6632,1
383,15201,1
383,3365,1
383,1638,1
383,10467,1
383,2815,1
383,9518,1
383,9759,1
383,9935,1
383,13950,1
383,10747,1
384,4047,1
384,1735,1
384,9174,1
384,7986,1
384,1200,1
384,4598,1
384,790,1
384,226,1
384,2094,1
384,1538,1
384,280,1
384,7036,1
384,2934,1
384,6170,1
384,13701,1
384,14447,1
384,4280,1
384,7043,1
384,3659,1
384,481,1
384,2784,1
384,4143,1
384,14134,1
384,7458,1
384,15908,1
384,3704,1
384,770,1
384,1115,1
384,2533,1
384,389,1
384,5001,1
384,391,1
384,15911,1
384,2854,1
384,14839,1
384,2017,1
384,6614,1
384,10270,1
384,281,1
384,1540,1
384,3383,1
384,2826,1
384,7301,1
384,2235,1
384,3643,1
384,11325,1
384,15912,1
384,2902,1
384,3417,1
384,1142,1
384,1693,1
384,3184,1
384,107,1
384,440,1
384,9411,1
384,6302,1
384,829,1
384,150,1
384,12154,1
384,13102,1
384,2009,1
384,994,1
384,549,1
384,14882,1
384,516,1
384,2085,1
384,7125,1
384,252,1
384,3112,1
384,5223,1
384,2857,1
384,3442,1
384,3446,1
384,575,1
384,5203,1
384,1250,1
384,2830,1
384,6749,1
384,4225,1
384,15914,1
384,8428,1
384,7203,1
384,12977,1
384,6329,1
384,809,1
384,4286,1
384,760,1
384,1212,1
384,840,1
384,1087,1
384,2156,1
384,2282,1
384,8999,1
384,11936,1
384,1481,1
384,4231,1
384,7871,1
384,776,1
384,2082,1
384,8470,1
384,192,1
384,14364,1
384,2232,1
384,10961,1
384,1295,1
384,12661,1
384,512,1
384,962,1
384,4541,1
384,407,1
384,120,1
384,121,1
384,775,1
384,122,1
384,298,1
384,2491,1
384,15492,1
384,11874,1
384,593,1
384,4974,1
384,3225,1
384,10672,1
384,5038,1
384,2614,1
384,12809,1
384,730,1
384,2404,1
384,5763,1
384,10856,1
384,4109,1
384,15903,1
384,1221,1
384,1032,1
384,2589,1
384,4244,1
384,8574,1
384,1893,1
384,8914,1
384,906,1
384,478,1
384,3077,1
384,349,1
384,7277,1
384,2046,1
384,2592,1
384,2591,1
384,611,1
384,3539,1
384,1315,1
384,13390,1
384,60,1
384,8547,1
384,388,1
384,7691,1
384,10776,1
384,11968,1
384,9586,1
384,4215,1
384,6581,1
384,7765,1
384,129,1
384,2142,1
384,132,1
384,13371,1
384,7700,1
384,13402,1
384,14164,1
384,11775,1
384,3687,1
384,147,1
384,6383,1
384,7373,1
384,1340,1
384,233,1
384,2992,1
384,4282,1
384,7672,1
384,2324,1
384,11078,1
384,7579,1
384,1651,1
384,2823,1
384,5806,1
384,7857,1
384,1427,1
384,3196,1
384,5135,1
384,1335,1
384,4209,1
384,9998,1
384,1236,1
384,3679,1
384,4278,1
384,13343,1
384,49,1
384,4347,1
384,6344,1
384,1063,1
384,13120,1
384,6791,1
384,4412,1
384,14367,1
384,10899,1
384,1299,1
384,6079,1
384,15183,1
384,3344,1
384,2853,1
384,10159,1
384,10700,1
384,10288,1
384,13635,1
384,4369,1
384,3622,1
384,569,1
384,5879,1
384,3790,1
384,215,1
384,13746,1
384,139,1
384,14746,1
384,56,1
384,7332,1
384,14829,1
384,2519,1
384,3138,1
384,2374,1
384,9721,1
384,5178,1
384,6482,1
384,8,1
384,5421,1
384,2623,1
384,753,1
384,4878,1
384,13782,1
384,15904,1
384,38,1
384,4108,1
384,10795,1
384,236,1
385,594,1
385,15919,1
385,10282,1
385,3849,1
385,550,1
385,5777,1
385,7758,1
385,10689,1
385,438,1
385,1180,1
385,1500,1
385,2475,1
385,12543,1
385,4154,1
385,1481,1
385,407,1
385,122,1
385,921,1
385,3225,1
385,7786,1
385,2555,1
385,4946,1
385,10947,1
385,243,1
385,504,1
385,2610,1
385,1640,1
385,536,1
385,5191,1
385,4,1
385,2658,1
385,14464,1
385,6249,1
385,5608,1
385,3315,1
385,526,1
385,4186,1
385,1271,1
385,9281,1
385,4462,1
385,3640,1
385,60,1
385,5377,1
385,15916,1
385,8393,1
385,3552,1
385,459,1
385,14348,1
385,13198,1
385,3237,1
385,6875,1
385,5898,1
385,9889,1
385,9816,1
385,1703,1
385,5294,1
385,352,1
385,3863,1
385,570,1
385,6108,1
385,5758,1
385,3164,1
